comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
Tras varias sesiones puedo decir que en general estoy satisfecho con el contenido que se ha impartido.,positivo,contenido,formal,corto,3,5,contenidos_adecuados,3,5
En conversaciones con mis compañeros coincidimos en que la experiencia tecnológica es satisfactoria en la mayoría de las clases. Creo que aún se podrían mejorar algunos detalles. El soporte técnico interviene con rapidez cuando hace falta. Lo tengo muy presente cuando hablo de la escuela.,positivo,tecnologia,constructivo,largo,3,5,clase_calidad_conexion,3,5
Desde mi perspectiva personal considero que las explicaciones del profesor son correctas pero podrían ser más dinámicas. Creo que aún se podrían mejorar algunos detalles. La disponibilidad del profesorado genera mucha confianza. Es un aspecto que comparto también con mis compañeros.,neutral,profesor,constructivo,largo,2,4,mantiene_atencion,2,4
"Desde mi perspectiva personal considero que las actividades son aceptables, aunque podrían ser más variadas. Se nota que cada bloque responde a un propósito concreto.",neutral,metodologia,formal,medio,2,4,grado_dificultad,2,4
"Si pienso en el progreso del curso, creo que la atención al alumno podría ser bastante más ágil. La comunicación por correo y chat está bien coordinada. Es algo que impacta en mi motivación diaria.",negativo,soporte,informal,medio,1,3,velocidad_respuesta,1,3
Desde el primer módulo he sentido que las respuestas del equipo de soporte son útiles la mayoría de las veces. Esa impresión se mantiene con el paso de las semanas.,positivo,soporte,formal,largo,3,5,utilidad_anuncios,3,5
"Mi experiencia general con el curso es correcta, sin ser espectacular. Esa impresión se mantiene con el paso de las semanas.",neutral,general,formal,largo,2,4,ninguno,1,5
En conversaciones con mis compañeros coincidimos en que las clases se me pasan rápido porque son dinámicas y entretenidas. Esa impresión se mantiene con el paso de las semanas.,muy_positivo,clase,informal,medio,4,5,clase_horario,4,5
Desde el primer módulo he sentido que he tenido que insistir más de una vez para resolver algunos problemas. Siempre encontramos a alguien disponible en el campus virtual. Lo tengo muy presente cuando hablo de la escuela.,negativo,soporte,formal,largo,1,3,velocidad_respuesta,1,3
"En conversaciones con mis compañeros coincidimos en que a veces tardan un poco en contestar, pero termina resolviéndose. Me gustaría que se introdujeran cambios en este sentido.",neutral,soporte,sugerencia,medio,2,4,utilidad_anuncios,2,4
"La metodología del curso me resulta correcta, sin destacar demasiado.",neutral,metodologia,formal,corto,2,4,contenidos_adecuados,2,4
Estoy muy satisfecho con la experiencia global del curso. Valoro mucho este aspecto del curso. Refuerza mi decisión de apostar por el sector tecnológico.,muy_positivo,general,elogio,corto,4,5,ninguno,1,5
A veces las clases son más interesantes y otras más densas.,neutral,clase,formal,corto,2,4,clase_conveniencia_dia,2,4
"Tras varias sesiones puedo decir que las clases son correctas, sin algo especialmente destacable.",neutral,clase,formal,corto,2,4,clase_horario,2,4
En mi día a día con el curso observo que las conexiones fallan con bastante frecuencia. Este punto me genera bastante frustración. La plataforma permite seguir la clase incluso desde el móvil. Define la confianza que tengo en seguir avanzando.,negativo,tecnologia,queja,largo,1,3,clase_calidad_audio,1,3
"Mi valoración global es intermedia, ni muy alta ni muy baja. Me gustaría que se introdujeran cambios en este sentido. Es una formación que recomendaría a otros perfiles como el mío. Es algo que impacta en mi motivación diaria.",neutral,general,sugerencia,largo,2,4,ninguno,1,5
La experiencia general ha sido muy positiva para mí. Es un hito importante dentro de mi itinerario profesional.,muy_positivo,general,formal,corto,4,5,ninguno,1,5
Las clases se me hacen muy pesadas y difíciles de seguir. Este punto me genera bastante frustración. Creo que resume bien cómo vivo el curso.,muy_negativo,clase,queja,largo,1,2,clase_horario,1,2
Analizando lo que he aprendido siento que a veces el profesor no consigue que los conceptos queden claros. Creo que aún se podrían mejorar algunos detalles. La forma en que guía los debates es muy valiosa.,negativo,profesor,constructivo,medio,1,3,recomendaria_profesor,1,3
Desde el primer módulo he sentido que las incidencias se acumulan sin una solución clara. Es algo que impacta en mi motivación diaria.,muy_negativo,soporte,formal,largo,1,2,utilidad_anuncios,1,2
Mirando mi avance hasta ahora entiendo que en general las clases son agradables y productivas. Valoro mucho este aspecto del curso. Siento que el equipo debería tenerlo en cuenta.,positivo,clase,elogio,largo,3,5,clase_duracion,3,5
La atención al alumno es excelente y muy cercana. Es algo que impacta en mi motivación diaria.,muy_positivo,soporte,formal,largo,4,5,utilidad_anuncios,4,5
"Mirando mi avance hasta ahora entiendo que la metodología del curso me resulta correcta, sin destacar demasiado. Creo que aún se podrían mejorar algunos detalles. Permite que la práctica tenga un peso real en el aprendizaje.",neutral,metodologia,constructivo,medio,2,4,organiza_actividades,2,4
A lo largo de estas semanas he notado que algunas sesiones se sienten poco productivas. Creo que aún se podrían mejorar algunos detalles.,negativo,clase,constructivo,corto,1,3,clase_duracion,1,3
Las clases se me pasan rápido porque son dinámicas y entretenidas.,muy_positivo,clase,informal,corto,4,5,clase_conveniencia_dia,4,5
"La calidad técnica es aceptable, pero mejorable. El soporte técnico interviene con rapidez cuando hace falta. Es un aspecto que comparto también con mis compañeros.",neutral,tecnologia,informal,largo,2,4,clase_calidad_audio,2,4
"La plataforma cumple su función, sin destacar demasiado. Me gustaría que se introdujeran cambios en este sentido. Se nota que prueban las soluciones antes de cada sesión. Es un aspecto que comparto también con mis compañeros.",neutral,tecnologia,sugerencia,largo,2,4,clase_calidad_conexion,2,4
El nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que aún se podrían mejorar algunos detalles. Cada unidad conecta con tendencias actuales del sector. Se refleja en los resultados que obtengo en cada entrega.,neutral,contenido,constructivo,largo,2,4,contenidos_adecuados,2,4
Al repasar mis notas concluyo que me cuesta seguir las explicaciones del profesor en algunas sesiones. Este punto me genera bastante frustración. La disponibilidad del profesorado genera mucha confianza. Me ayuda a decidir en qué módulos profundizar.,negativo,profesor,queja,largo,1,3,preparado_clases,1,3
No siempre el profesor responde de forma clara a las dudas. Es un aspecto que comparto también con mis compañeros.,negativo,profesor,formal,medio,1,3,preparado_clases,1,3
Estoy muy insatisfecho con la atención recibida por parte del soporte. Siento que hacen un esfuerzo genuino por escucharnos. Creo que resume bien cómo vivo el curso.,muy_negativo,soporte,formal,largo,1,2,velocidad_respuesta,1,2
Al repasar mis notas concluyo que el profesor responde a las dudas y facilita el seguimiento del temario. Creo que aún se podrían mejorar algunos detalles. Noto que el enfoque del docente está muy actualizado. Es un aspecto que comparto también con mis compañeros.,positivo,profesor,constructivo,largo,3,5,mantiene_atencion,3,5
Con la mente puesta en mis objetivos profesionales valoro que he echado en falta mayor profundidad en ciertos apartados. Este punto me genera bastante frustración.,negativo,contenido,queja,medio,1,3,conocimientos_utiles_futuro,1,3
Con la mente puesta en mis objetivos profesionales valoro que estoy muy decepcionado con el resultado final del curso. Este punto me genera bastante frustración. Me ayuda a decidir en qué módulos profundizar.,muy_negativo,general,queja,largo,1,2,ninguno,1,5
La calidad de la conexión suele ser buena. Me gustaría que se introdujeran cambios en este sentido. Lo tengo muy presente cuando hablo de la escuela.,positivo,tecnologia,sugerencia,largo,3,5,clase_calidad_audio,3,5
La calidad técnica es muy mala y rompe el flujo de las clases. Este punto me genera bastante frustración. El soporte técnico interviene con rapidez cuando hace falta. Lo tengo muy presente cuando hablo de la escuela.,muy_negativo,tecnologia,queja,largo,1,2,clase_calidad_conexion,1,2
Tras varias sesiones puedo decir que las clases se me pasan rápido porque son dinámicas y entretenidas.,muy_positivo,clase,formal,corto,4,5,clase_duracion,4,5
En conversaciones con mis compañeros coincidimos en que el equipo de soporte responde rápido y soluciona los problemas eficazmente. El feedback que recibo es claro y accionable.,muy_positivo,soporte,informal,corto,4,5,velocidad_respuesta,4,5
No disfruto las clases y a menudo desconecto. Las interacciones con los compañeros enriquecen las sesiones. Define la confianza que tengo en seguir avanzando.,muy_negativo,clase,formal,largo,1,2,clase_horario,1,2
"En conversaciones con mis compañeros coincidimos en que la plataforma cumple su función, sin destacar demasiado.",neutral,tecnologia,formal,corto,2,4,clase_visibilidad_pantalla,2,4
"Tras varias sesiones puedo decir que ha habido cosas buenas y cosas mejorables, en equilibrio. Es algo que impacta en mi motivación diaria.",neutral,general,informal,largo,2,4,ninguno,1,5
"Cuando comparo esta formación con otras, percibo que la atención al alumno en general es buena.",positivo,soporte,sugerencia,corto,3,5,utilidad_anuncios,3,5
En mi día a día con el curso observo que los temas tratados son muy relevantes para mi desarrollo profesional. Me da herramientas concretas para actuar en el trabajo. Siento que el equipo debería tenerlo en cuenta.,muy_positivo,contenido,informal,largo,4,5,conocimientos_utiles_futuro,4,5
Tras varias sesiones puedo decir que hay varios aspectos del curso que me han dejado insatisfecho.,negativo,general,queja,corto,1,3,ninguno,1,5
"Cuando comparo esta formación con otras, percibo que el contenido es profundo y a la vez fácil de seguir. Siento que el temario está vivo y se actualiza con frecuencia.",muy_positivo,contenido,formal,corto,4,5,contenidos_adecuados,4,5
"Siempre que he tenido una duda, el soporte me ha ayudado de inmediato. Siento que hacen un esfuerzo genuino por escucharnos. Esa impresión se mantiene con el paso de las semanas.",muy_positivo,soporte,informal,medio,4,5,utilidad_anuncios,4,5
"Cuando comparo esta formación con otras, percibo que hay varios aspectos del curso que me han dejado insatisfecho. Es un hito importante dentro de mi itinerario profesional.",negativo,general,formal,medio,1,3,ninguno,1,5
Analizando lo que he aprendido siento que mi experiencia global con el curso ha sido claramente negativa. Este punto me genera bastante frustración. Es un hito importante dentro de mi itinerario profesional. Esa impresión se mantiene con el paso de las semanas.,muy_negativo,general,queja,medio,1,2,ninguno,1,5
Analizando lo que he aprendido siento que los problemas técnicos son constantes y afectan mucho a mi aprendizaje. Define la confianza que tengo en seguir avanzando.,muy_negativo,tecnologia,formal,largo,1,2,clase_calidad_conexion,1,2
En general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles. La plataforma permite seguir la clase incluso desde el móvil. Me ayuda a decidir en qué módulos profundizar.,positivo,tecnologia,constructivo,largo,3,5,clase_calidad_conexion,3,5
Con la mente puesta en mis objetivos profesionales valoro que la dedicación del profesor marca una diferencia enorme en mi aprendizaje.,muy_positivo,profesor,formal,corto,4,5,accesible_y_atiende_consultas,4,5
Analizando lo que he aprendido siento que el ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. El ambiente que se genera invita a preguntar sin miedo.,negativo,clase,constructivo,medio,1,3,clase_conveniencia_dia,1,3
